,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
3840,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Nicolai,UZNIK,AUT,141.0,13,6T8z88,,,boulder,3,4,8,6,0,0,0,0,0,0,0,0
3841,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Don,VAN LAERE,NED,142.0,14,6T8z1110,,,boulder,2,5,3,0,0,0,0,0,0,0,0,0
3842,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Stefan,SCHMIEG,GER,138.0,15,6T8z1211,,,boulder,2,4,2,5,0,0,0,0,0,0,0,0
3843,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Maximillian,MILNE,GBR,125.0,16,6T7z98,,,boulder,2,4,3,5,0,0,0,0,0,0,0,0
3844,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Guillem,MONSECH GASCA,ESP,126.0,17,5T7z810,,,boulder,2,4,3,6,0,0,0,0,0,0,0,0
3845,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Mikel Asier,LINACISORO MOLINA,ESP,120.0,18,5T7z119,,,boulder,2,4,5,4,0,0,0,0,0,0,0,0
3846,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Pavel,KRATOCHVIL,SVK,113.0,19,5T6z57,,,boulder,2,4,8,9,0,0,0,0,0,0,0,0
3847,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,leo,FAVOT,FRA,105.0,20,5T6z139,,,boulder,1,1,4,1,0,0,0,0,0,0,0,0
3848,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Grigorii,PESTOV,RUS,131.0,21,5T6z149,,,boulder,0,3,0,3,0,0,0,0,0,0,0,0
3849,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Samuel,WINGARDH,SWE,143.0,22,4T8z716,,,boulder,0,3,0,6,0,0,0,0,0,0,0,0
3850,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Harold,PEETERS,BEL,130.0,23,4T7z810,,,boulder,8,8,1,10,0,0,0,0,1,3,1,6
3851,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Mykhayil,TKACHUK,UKR,139.0,24,4T7z811,,,boulder,7,8,1,11,0,0,0,0,1,3,1,6
3852,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Adrien,LEMAIRE,FRA,118.0,25,4T7z1316,,,boulder,6,6,1,7,0,0,0,0,1,3,4,8
3853,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Mathias,POSCH,AUT,133.0,26,4T6z1210,,,boulder,7,7,1,12,0,0,0,0,1,2,1,3
3854,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,David,PICCOLRUAZ,ITA,132.0,27,4T5z95,,,boulder,5,7,1,12,0,0,0,0,1,1,2,2
3855,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Jorge,DÍAZ-RULLO CALVO,ESP,104.0,28,3T7z814,,,boulder,4,6,9,1,0,0,0,0,1,1,4,4
3856,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Aleksei,IAKUSHEV,RUS,110.0,29,3T6z710,,,boulder,4,7,1,14,0,0,0,0,0,2,0,4
3857,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Oleksii,KRYNETSKYI,UKR,114.0,30,3T6z711,,,boulder,6,7,9,8,0,0,0,0,0,2,0,1
3858,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Robert,SANTHA,ROU,136.0,31,3T5z87,,,boulder,4,6,1,12,0,0,0,0,0,1,0,2
3859,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Joris,LEIPUS,LTU,116.0,32,3T5z88,,,boulder,4,6,9,5,0,0,0,0,0,1,0,3
3860,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Ymer,ALBER,SWE,100.0,33,3T4z88,,,boulder,4,6,1,12,0,0,0,0,0,0,0,0
3861,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Michael,O NEILL,IRL,127.0,34,2T6z79,,,boulder,4,5,1,12,0,0,0,0,0,0,0,0
3862,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Philipp,GEISENHOFF,SUI,108.0,35,2T5z47,,,boulder,4,4,8,6,0,0,0,0,0,0,0,0
3863,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Carmel,RAZ ROMEO,ISR,135.0,36,2T4z37,,,boulder,3,7,5,1,0,0,0,0,0,0,0,0
3864,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Samuel,OAKES,GBR,128.0,37,2T4z57,,,boulder,3,6,6,2,0,0,0,0,0,0,0,0
3865,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Brecht,WITTOEK,BEL,144.0,38,2T2z84,,,boulder,3,6,7,1,0,0,0,0,0,0,0,0
3866,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Hauk Steinsson,LEM,NOR,117.0,39,1T4z39,,,boulder,3,6,7,4,0,0,0,0,0,0,0,0
3867,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Aleksi,MIKKOLA,FIN,124.0,40,1T3z46,,,boulder,3,5,4,0,0,0,0,0,0,0,0,0
3868,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Conor,ORR,IRL,129.0,41,1T2z33,,,boulder,3,5,8,0,0,0,0,0,0,0,0,0
3869,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Shachar,BEN HAYUN,ISR,102.0,42,0T5z019,,,boulder,3,5,8,0,0,0,0,0,0,0,0,0
3870,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Jan,MACHARACEK,CZE,121.0,43,0T2z04,,,boulder,2,7,4,2,0,0,0,0,0,0,0,0
3871,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Ratmir,GAFAROV,LTU,107.0,44,0T2z05,,,boulder,2,5,4,4,0,0,0,0,0,0,0,0
3872,European Youth Championships (B) - Brussels (BEL) 2018 ,31 August - 2 September 2018,Nuno,LIMA,POR,119.0,45,0T0z00,,,boulder,2,5,7,9,0,0,0,0,0,0,0,0
4233,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Hannah,SLANEY,GBR,278.0,1,2T3z88,2T4z54,3T4z59,boulder,2,3,3,3,0,0,0,0,0,0,0,0
4234,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Urska,REPUSIC,SLO,287.0,2,2T4z34,2T4z34,3T4z89,boulder,2,3,1,11,0,0,0,0,0,0,0,0
4235,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Vita,LUKAN,SLO,257.0,3,4T4z1312,3T3z117,3T3z64,boulder,1,2,3,5,0,0,0,0,0,0,0,0
4236,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Mao,NAKAMURA,JPN,269.0,4,3T4z78,2T4z26,3T3z97,boulder,1,2,6,9,0,0,0,0,0,0,0,0
4237,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Elena,KRASOVSKAYA,RUS,265.0,5,2T4z1111,2T4z510,2T3z35,boulder,1,2,7,1,0,0,0,0,0,0,0,0
4238,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Charlotte,ANDRE,FRA,273.0,6,2T4z710,1T4z25,1T3z310,boulder,1,1,9,8,0,0,0,0,0,0,0,0
4239,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Tjasa,SLEMENSEK,SLO,263.0,7,2T3z68,1T3z28,,boulder,0,3,0,2,0,0,0,0,0,0,0,0
4240,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Eva Maria,HAMMELMÜLLER,AUT,296.0,8,2T3z86,1T3z210,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4241,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Mia,KRAMPL,SLO,282.0,9,4T4z2016,1T2z37,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4242,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Mattea,PÖTZI,AUT,261.0,10,2T3z84,0T3z04,,boulder,7,8,7,9,0,0,0,0,4,4,1,7
4243,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Lucia,DÖRFFEL,GER,293.0,11,1T4z513,0T3z05,,boulder,8,8,1,11,0,0,0,0,4,4,1,9
4244,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Laura,STÖCKLER,AUT,254.0,12,1T4z614,0T3z05,,boulder,8,8,9,9,0,0,0,0,4,4,1,8
4245,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Giorgia,TESIO,ITA,264.0,13,1T3z14,0T3z05,,boulder,8,8,2,15,0,0,0,0,3,4,6,7
4246,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Luiza,EMELEVA,RUS,255.0,14,1T3z44,0T3z08,,boulder,8,8,9,8,0,0,0,0,2,4,6,7
4247,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Clothilde,MORIN,FRA,252.0,15,2T3z810,0T3z09,,boulder,8,8,1,10,0,0,0,0,1,4,5,8
4248,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Bimini,HORSTMANN,USA,284.0,16,2T2z66,0T3z014,,boulder,7,8,1,15,0,0,0,0,0,0,0,0
4249,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Ida,KUPS,POL,300.0,17,1T4z16,0T2z03,,boulder,7,7,1,8,0,0,0,0,0,0,0,0
4250,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Maya,MADERE,USA,253.0,18,2T4z78,0T2z04,,boulder,6,7,1,12,0,0,0,0,0,0,0,0
4251,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Alejandra,CONTRERAS,CHI,270.0,19,2T3z96,0T2z04,,boulder,6,7,1,12,0,0,0,0,0,0,0,0
4252,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Bronwen,KARNIS,CAN,260.0,20,2T4z45,0T2z07,,boulder,6,7,1,16,0,0,0,0,0,0,0,0
4253,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Giulia,MEDICI,ITA,262.0,21,1T3z46,,,boulder,6,6,7,6,0,0,0,0,0,0,0,0
4254,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Audrey,MILLER,USA,268.0,21,1T3z46,,,boulder,6,6,8,6,0,0,0,0,0,0,0,0
4255,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Viktoriia,MESHKOVA,RUS,292.0,23,1T3z55,,,boulder,6,6,9,8,0,0,0,0,0,0,0,0
4256,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Sophie,BUITENDYK,CAN,288.0,24,1T3z69,,,boulder,6,6,1,8,0,0,0,0,0,0,0,0
4257,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Johanna,HOLFELD,GER,251.0,25,1T3z76,,,boulder,6,6,1,9,0,0,0,0,0,0,0,0
4258,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Honoka,MORIWAKI,JPN,276.0,26,1T3z77,,,boulder,6,6,1,10,0,0,0,0,0,0,0,0
4259,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Mika,HOSOI,CAN,271.0,27,1T2z12,,,boulder,5,7,1,17,0,0,0,0,0,0,0,0
4260,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Lucile,SAUREL,FRA,259.0,28,1T2z24,,,boulder,5,6,9,8,0,0,0,0,0,0,0,0
4261,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Olesya,PROSEKOVA,RUS,250.0,29,1T2z44,,,boulder,5,6,9,1,0,0,0,0,0,0,0,0
4262,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Gwyneth,UTTLEY,GBR,267.0,30,1T2z73,,,boulder,5,6,1,9,0,0,0,0,0,0,0,0
4263,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Piper,KELLY,USA,279.0,31,1T2z118,,,boulder,5,6,1,11,0,0,0,0,0,0,0,0
4264,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Darya,PANFILOVA,KAZ,285.0,32,1T1z114,,,boulder,5,5,7,6,0,0,0,0,0,0,0,0
4265,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Michelle,HULLIGER,SUI,291.0,33,0T3z04,,,boulder,5,5,1,10,0,0,0,0,0,0,0,0
4266,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Kokoro,TAKATA,JPN,290.0,34,0T3z09,,,boulder,4,6,7,1,0,0,0,0,0,0,0,0
4267,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Lisa-Marie,KVANDAHL,NOR,266.0,35,0T2z03,,,boulder,4,5,6,7,0,0,0,0,0,0,0,0
4268,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Maryia,VERNIKOUSKAYA,BLR,256.0,36,0T2z05,,,boulder,4,5,8,0,0,0,0,0,0,0,0,0
4269,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Joanna,NEAME,GBR,283.0,37,0T2z06,,,boulder,4,5,1,11,0,0,0,0,0,0,0,0
4270,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Margarita,AGAMBAYEVA,KAZ,281.0,38,0T2z07,,,boulder,4,4,9,6,0,0,0,0,0,0,0,0
4271,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Mariia,YURINA,RUS,289.0,39,0T2z011,,,boulder,3,6,6,1,0,0,0,0,0,0,0,0
4272,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Ingrid Helene,AMUNDRUD,NOR,294.0,40,0T2z013,,,boulder,3,5,3,9,0,0,0,0,0,0,0,0
4273,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Muriel,RUÍZ DE LARRAMENDI ARANGOA,ESP,297.0,41,0T2z017,,,boulder,3,5,4,7,0,0,0,0,0,0,0,0
4274,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Nolwenn,ARC,FRA,298.0,42,0T1z02,,,boulder,3,5,7,4,0,0,0,0,0,0,0,0
4275,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Silvia,BARRETT,SWE,280.0,42,0T1z02,,,boulder,3,4,5,5,0,0,0,0,0,0,0,0
4276,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Jana,ONDREJOVA,CZE,275.0,42,0T1z02,,,boulder,3,4,5,6,0,0,0,0,0,0,0,0
4277,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Naama,YOHAI,ISR,277.0,42,0T1z02,,,boulder,3,4,7,6,0,0,0,0,0,0,0,0
4278,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Sarah,TETZLAFF,NZL,274.0,46,0T1z09,,,boulder,3,4,7,7,0,0,0,0,0,0,0,0
4279,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Katsiaryna,PAHUDA,BLR,258.0,47,0T1z013,,,boulder,3,3,6,6,0,0,0,0,0,0,0,0
4280,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Rugile,TAMOSIUNAITE,LTU,299.0,48,0T1z016,,,boulder,3,3,7,7,0,0,0,0,0,0,0,0
4281,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Alexandra,BRYAKINA,KAZ,286.0,49,0T0z00,,,boulder,3,3,8,5,0,0,0,0,0,0,0,0
4282,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Olivia,CAMPTON-SMITH,AUS,272.0,49,0T0z00,,,boulder,3,3,8,8,0,0,0,0,0,0,0,0
4283,IFSC Youth World Championships -  Moscow (RUS) 2018,9  - 16 August 2018,Lucy,WHITEHEAD,NZL,295.0,49,0T0z00,,,boulder,2,4,3,5,0,0,0,0,0,0,0,0
4504,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Camilla,MORONI,ITA,57.0,1,8T8z108,,3T4z47,boulder,7,8,9,8,0,0,0,0,0,0,0,0
4505,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Flavy,COHAUT,FRA,51.0,2,8T8z109,,2T4z45,boulder,7,8,9,3,0,0,0,0,0,0,0,0
4506,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Hannah,MEUL,GER,47.0,3,8T8z1210,,2T3z36,boulder,7,8,1,9,0,0,0,0,0,0,0,0
4507,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Miriam,FOGU,ITA,32.0,4,8T8z139,,2T3z79,boulder,7,8,1,12,0,0,0,0,0,0,0,0
4508,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,valentine,MANGIN,FRA,38.0,5,7T8z1411,,0T3z09,boulder,7,8,1,11,0,0,0,0,0,0,0,0
4509,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Holly,TOOTHILL,GBR,41.0,6,7T7z118,,0T2z03,boulder,7,8,2,13,0,0,0,0,0,0,0,0
4510,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lucie,DELCOIGNE,BEL,55.0,7,7T7z149,,0T2z03,boulder,6,8,8,8,0,0,0,0,0,0,0,0
4511,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ayala,KEREM,ISR,49.0,8,7T8z1011,,0T2z04,boulder,6,8,1,10,0,0,0,0,0,0,0,0
4512,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,solene,MOREAU,FRA,59.0,9,6T6z119,,0T1z01,boulder,6,8,1,11,0,0,0,0,0,0,0,0
4513,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Luisa,FLOHÉ,GER,24.0,10,6T7z911,,0T1z02,boulder,6,7,9,8,0,0,0,0,0,0,0,0
4514,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Aida,TORRES ILLAMOLA,ESP,31.0,11,6T6z1110,,,boulder,5,7,8,0,0,0,0,0,0,0,0,0
4515,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yael,BAHARAD,ISR,43.0,12,6T6z129,,,boulder,5,7,1,9,0,0,0,0,0,0,0,0
4516,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Marie,COLOT,BEL,28.0,13,6T6z1310,,,boulder,5,6,5,7,0,0,0,0,0,0,0,0
4517,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Olimpia,ARIANI,ITA,56.0,14,5T8z912,,,boulder,5,6,1,9,0,0,0,0,0,0,0,0
4518,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lucie,VAILLANT BULTEL,FRA,42.0,15,5T8z1011,,,boulder,5,6,1,9,0,0,0,0,0,0,0,0
4519,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Maya,DREAMER,ISR,26.0,16,5T7z1014,,,boulder,4,8,7,6,0,0,0,0,0,0,0,0
4520,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Pia,ČULJAK,CRO,37.0,17,5T6z89,,,boulder,4,7,8,0,0,0,0,0,0,0,0,0
4521,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Blanka,RUBINT,HUN,60.0,18,5T6z109,,,boulder,4,7,8,1,0,0,0,0,0,0,0,0
4522,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Vana,PICCINI,CRO,27.0,19,5T5z1515,,,boulder,4,7,1,16,0,0,0,0,0,0,0,0
4523,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Petra,CAMPANA,ITA,35.0,20,4T7z717,,,boulder,4,6,1,10,0,0,0,0,0,0,0,0
4524,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lisa,HARDIQUEST,BEL,50.0,21,4T5z99,,,boulder,4,5,9,5,0,0,0,0,0,0,0,0
4525,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Rut,MONSECH GASCA,ESP,44.0,22,4T5z1011,,,boulder,3,7,8,4,0,0,0,0,0,0,0,0
4526,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Erica,VELEV,BUL,46.0,23,4T5z1113,,,boulder,3,6,7,0,0,0,0,0,0,0,0,0
4527,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Camille,DE WIT,BEL,52.0,24,4T5z1211,,,boulder,3,6,7,1,0,0,0,0,0,0,0,0
4528,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Mia Stöver,WOLLEBAEK,NOR,53.0,25,4T4z98,,,boulder,3,5,8,7,0,0,0,0,0,0,0,0
4529,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ingrid,KINDLIHAGEN,NOR,25.0,26,4T4z1010,,,boulder,3,5,8,8,0,0,0,0,0,0,0,0
4530,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Réka,SÁNDOR,HUN,48.0,27,3T4z56,,,boulder,3,4,8,8,0,0,0,0,0,0,0,0
4531,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Jessica,MC GARRY,IRL,33.0,28,3T4z67,,,boulder,2,6,7,9,0,0,0,0,0,0,0,0
4532,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Evdoxia - Aikaterini,KALLIA,GRE,54.0,29,3T3z83,,,boulder,2,5,4,7,0,0,0,0,0,0,0,0
4533,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Yula,GOLD,ISR,58.0,30,2T4z69,,,boulder,2,4,3,7,0,0,0,0,0,0,0,0
4534,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Athanasia,LIOUNI,GRE,40.0,31,2T3z33,,,boulder,2,4,5,7,0,0,0,0,0,0,0,0
4535,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nora,BOGNAR,SRB,29.0,32,2T3z45,,,boulder,2,2,8,4,0,0,0,0,0,0,0,0
4536,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Vella,NEDELCHEVA,BUL,39.0,33,1T2z43,,,boulder,1,4,3,9,0,0,0,0,0,0,0,0
4537,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Janka,GIRET,HUN,36.0,34,0T2z05,,,boulder,1,3,4,6,0,0,0,0,0,0,0,0
4538,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Ani,TRENDAFILOVA,BUL,30.0,35,0T1z01,,,boulder,1,2,3,3,0,0,0,0,0,0,0,0
4539,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Luce,DOUADY,FRA,84.0,1,7T7z88,,3T3z53,boulder,0,5,0,9,0,0,0,0,0,0,0,0
4540,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Adelaide,D'ADDARIO,ITA,65.0,2,7T8z1316,,2T3z63,boulder,0,2,0,4,0,0,0,0,0,0,0,0
4541,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Michaela,SMETANOVA,CZE,91.0,3,6T6z126,,1T3z24,boulder,0,2,0,5,0,0,0,0,0,0,0,0
4542,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nina,GRELLIER,FRA,90.0,4,7T7z1310,,1T3z46,boulder,0,0,0,0,0,0,0,0,0,0,0,0
4543,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Lucija,BRKIĆ,CRO,61.0,5,6T6z1210,,1T3z46,boulder,2,3,8,8,2,4,5,4,3,4,5,9
4544,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Dominika,KODRA,SLO,76.0,6,7T7z1110,,0T3z04,boulder,2,4,3,4,2,4,3,4,3,4,8,9
4545,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Louise,FLOCKHART,GBR,86.0,7,4T6z48,,0T3z04,boulder,4,4,1,12,3,3,1,7,3,3,6,4
4546,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Eliška,BULENOVÁ,CZE,75.0,8,5T6z1010,,0T3z05,boulder,3,4,7,8,2,4,2,6,3,3,9,7
4547,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Sunniva,ØVRE-EIDE,NOR,69.0,9,5T5z85,,0T2z03,boulder,2,4,1,11,2,4,5,0,2,3,3,5
4548,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Edel,LEMVIK,NOR,85.0,10,5T6z913,,0T2z08,boulder,2,4,7,0,1,4,2,5,1,3,3,0
4549,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Caterina,DAL ZOTTO,ITA,67.0,11,4T5z48,,,boulder,2,3,6,8,1,3,2,8,0,0,0,0
4550,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Nore,PELLENS,BEL,66.0,12,4T5z57,,,boulder,2,3,8,6,1,3,2,0,0,0,0,0
4551,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Paola,NEAL-FAGAN,IRL,74.0,13,4T5z78,,,boulder,4,4,2,16,1,2,3,7,0,0,0,0
4552,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Tereza,ŠIRŮČKOVÁ,CZE,81.0,14,4T5z710,,,boulder,2,3,8,4,0,3,0,4,0,0,0,0
4553,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Tilly,VASIC,GBR,78.0,15,4T5z1310,,,boulder,1,4,5,3,0,3,0,5,0,0,0,0
4554,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Robin,CASEY,GBR,70.0,16,4T4z54,,,boulder,1,4,6,4,0,3,0,5,0,0,0,0
4555,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Matilda,COLLINS,GBR,82.0,17,4T4z86,,,boulder,1,3,1,4,0,3,0,5,0,0,0,0
4556,European Youth Cup (B) - Sofia (BUL) 2018 ,21  - 22 July 2018,Anna,LECHNER,GER,83.0,18,3T6z310,,,boulder,1,3,4,4,0,3,0,8,0,0,0,0
